Opleidingscode|ISCEDF2013-detailgroep|ISCEDF2013-detailgroep omschrijving|ISCEDF2013-rubriek|ISCEDF2013-rubriek omschrijving
50424|1031|krijgsmacht|103101|krijgsmacht algemeen
50425|0521|milieu|052101|milieukunde
50426|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
50427|0314|sociologie en culturele wetenschappen|031403|cultuurwetenschappen
50429|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
50435|0713|elektro- en energietechniek|071302|elektrische energietechniek
50439|0715|werktuigbouwkunde en metaalbewerking|071501|werktuigbouwkunde algemeen
50440|0541|wiskunde|054101|wiskunde
50441|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
50447|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
50509|0910|gezondheidszorg|091000|gezondheidszorg z.n.d.
50620|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
50622|0232|moedertaal, literatuur-, taalwetenschap|023202|taalwetenschappen
50623|0314|sociologie en culturele wetenschappen|031403|cultuurwetenschappen
50627|0312|politicologie en maatschappijwetenschappen|031201|politicologie
50629|0213|beeldende kunst, kunstgeschiedenis|021301|kunst algemeen
50643|0411|financieel management en belastingen|041101|financieel management en administratie
50644|0311|economie en econometrie|031101|economie
50645|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
50646|0311|economie en econometrie|031103|econometrie
50647|0413|management bedrijfs- en personeelswetenschappen|041305|bedrijfseconomie
50648|0413|management bedrijfs- en personeelswetenschappen|041305|bedrijfseconomie
50667|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
50668|0532|aardwetenschappen|053201|geologie, fysische geografie
50670|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
50700|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
50750|0413|management bedrijfs- en personeelswetenschappen|041305|bedrijfseconomie
50751|0311|economie en econometrie|031101|economie
50752|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
50753|0421|recht|042104|juridisch bestuurlijk
50754|0413|management bedrijfs- en personeelswetenschappen|041304|organisatiekunde, kwaliteitszorg
50755|0413|management bedrijfs- en personeelswetenschappen|041306|personeelswerk
50756|1015|toerisme en vrijetijdsbesteding|101503|vrijetijdsbesteding, recreatie
50757|0232|moedertaal, literatuur-, taalwetenschap|023202|taalwetenschappen
50769|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
50800|0512|biochemie|051202|biomedische wetenschappen
50855|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
50859|0511|biologie|051101|biologie
50897|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
50901|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
50902|0221|theologie, levensbeschouwing|022101|theologie
50905|0413|management bedrijfs- en personeelswetenschappen|041305|bedrijfseconomie
50906|0314|sociologie en culturele wetenschappen|031403|cultuurwetenschappen
50910|0221|theologie, levensbeschouwing|022101|theologie
50950|0413|management bedrijfs- en personeelswetenschappen|041305|bedrijfseconomie
50951|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
50952|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
50974|0314|sociologie en culturele wetenschappen|031404|sociale geografie
50975|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
50980|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
50981|0910|gezondheidszorg|091000|gezondheidszorg z.n.d.
50982|0542|statistiek|054201|statistiek
50993|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
52000|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
53000|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
54000|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
54999|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
55000|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
55001|1015|toerisme en vrijetijdsbesteding|101501|toerisme
55002|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
55003|0511|biologie|051101|biologie
55004|0221|theologie, levensbeschouwing|022101|theologie
55007|0914|medische diagnostiek en medische technologie|091408|hart-, longfunctie en overige medische techniek
55009|0711|scheikundige technologie en procestechniek|071104|chemische technologie
55010|0512|biochemie|051202|biomedische wetenschappen
55012|0531|scheikunde|053101|scheikunde
55013|0533|natuurkunde|053303|materiaalkunde
55018|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
55822|0213|beeldende kunst, kunstgeschiedenis|021301|kunst algemeen
55823|0232|moedertaal, literatuur-, taalwetenschap|023203|taal- en cultuurwetenschappen
55824|0619|informatica overig|061901|kunstmatige intelligentie en kennistechnologie
55825|0512|biochemie|051202|biomedische wetenschappen
56000|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
56003|0231|vreemde talen z.n.d.|023106|klassieke talen
56012|0231|vreemde talen z.n.d.|023107|overige westerse talen
56015|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56016|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56022|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56034|0222|geschiedenis, archeologie|022201|geschiedenis
56035|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56040|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56041|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56051|0314|sociologie en culturele wetenschappen|031403|cultuurwetenschappen
56052|0231|vreemde talen z.n.d.|023105|Spaans
56055|0232|moedertaal, literatuur-, taalwetenschap|023201|Nederlands
56066|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
56074|0231|vreemde talen z.n.d.|023107|overige westerse talen
56076|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56081|0223|filosofie en ethiek|022301|filosofie
56091|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56098|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56099|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56100|0221|theologie, levensbeschouwing|022101|theologie
56104|0221|theologie, levensbeschouwing|022101|theologie
56105|0221|theologie, levensbeschouwing|022101|theologie
56109|0221|theologie, levensbeschouwing|022101|theologie
56110|0221|theologie, levensbeschouwing|022101|theologie
56114|0221|theologie, levensbeschouwing|022101|theologie
56120|0221|theologie, levensbeschouwing|022101|theologie
56123|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56124|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56157|0916|farmacie|091601|farmacie
56194|0731|architectuur en stedebouwkunde|073101|planologie
56219|0821|bosbouw|082101|bosbouw
56226|0512|biochemie|051202|biomedische wetenschappen
56265|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
56277|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
56283|0521|milieu|052101|milieukunde
56286|0512|biochemie|051202|biomedische wetenschappen
56401|0311|economie en econometrie|031101|economie
56402|0311|economie en econometrie|031101|economie
56411|0542|statistiek|054202|actuariaat
56435|0411|financieel management en belastingen|041101|financieel management en administratie
56451|0421|recht|042101|nederlands, algemeen recht, rechterlijke macht
56461|0413|management bedrijfs- en personeelswetenschappen|041302|juridische bestuurskunde
56469|0314|sociologie en culturele wetenschappen|031402|sociologie
56475|0421|recht|042102|internationaal recht
56551|0912|geneeskunde|091201|(huis)arts, specialist, geneeskunde
56553|0910|gezondheidszorg|091000|gezondheidszorg z.n.d.
56560|0911|tandheelkunde|091101|tandarts
56570|0841|diergeneeskunde en -verzorging|084101|diergeneeskunde en -verzorging
56573|0613|softwareontwikkeling en systeemanalyse|061305|bedrijfsinformatica
56601|0314|sociologie en culturele wetenschappen|031402|sociologie
56604|0313|psychologie|031301|psychologie
56606|0312|politicologie en maatschappijwetenschappen|031201|politicologie
56607|0111|onderwijskunde|011102|pedagogiek, andragogiek
56613|0111|onderwijskunde|011101|onderwijskunde
56614|0314|sociologie en culturele wetenschappen|031402|sociologie
56615|0321|journalistiek|032102|communicatiewetenschappen
56619|0314|sociologie en culturele wetenschappen|031402|sociologie
56620|0314|sociologie en culturele wetenschappen|031404|sociale geografie
56622|0731|architectuur en stedebouwkunde|073101|planologie
56627|0413|management bedrijfs- en personeelswetenschappen|041301|bestuurskunde algemeen
56631|0314|sociologie en culturele wetenschappen|031401|sociale wetenschappen
56650|0311|economie en econometrie|031103|econometrie
56654|0413|management bedrijfs- en personeelswetenschappen|041301|bestuurskunde algemeen
56700|0215|muziek en theater|021501|muziek
56702|0215|muziek en theater|021502|theater
56703|0222|geschiedenis, archeologie|022202|archeologie
56704|0222|geschiedenis, archeologie|022202|archeologie
56800|0221|theologie, levensbeschouwing|022101|theologie
56801|0232|moedertaal, literatuur-, taalwetenschap|023203|taal- en cultuurwetenschappen
56802|0232|moedertaal, literatuur-, taalwetenschap|023203|taal- en cultuurwetenschappen
56803|0232|moedertaal, literatuur-, taalwetenschap|023202|taalwetenschappen
56804|0232|moedertaal, literatuur-, taalwetenschap|023201|Nederlands
56805|0231|vreemde talen z.n.d.|023104|Duits
56806|0231|vreemde talen z.n.d.|023102|Engels
56807|0231|vreemde talen z.n.d.|023107|overige westerse talen
56808|0231|vreemde talen z.n.d.|023103|Frans
56809|0231|vreemde talen z.n.d.|023107|overige westerse talen
56810|0231|vreemde talen z.n.d.|023105|Spaans
56811|0231|vreemde talen z.n.d.|023107|overige westerse talen
56812|0231|vreemde talen z.n.d.|023107|overige westerse talen
56813|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56814|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56815|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56816|0231|vreemde talen z.n.d.|023106|klassieke talen
56817|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56818|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56819|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56820|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56821|0231|vreemde talen z.n.d.|023108|niet westerse talen en culturen
56823|0314|sociologie en culturele wetenschappen|031403|cultuurwetenschappen
56824|0213|beeldende kunst, kunstgeschiedenis|021303|kunstgeschiedenis
56825|0222|geschiedenis, archeologie|022202|archeologie
56826|0321|journalistiek|032102|communicatiewetenschappen
56827|0421|recht|042105|fiscaal recht
56828|0421|recht|042103|notariaat
56829|0421|recht|042102|internationaal recht
56831|0715|werktuigbouwkunde en metaalbewerking|071501|werktuigbouwkunde algemeen
56833|0311|economie en econometrie|031103|econometrie
56834|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
56835|0811|landbouw en veeteelt|081102|planten-, groente en fruitteelt
56836|0410|bedrijfskunde en administratie z.n.d.|041000|bedrijfskunde en administratie z.n.d.
56837|0314|sociologie en culturele wetenschappen|031405|ontwikkelingskunde (regio)
56838|0314|sociologie en culturele wetenschappen|031404|sociale geografie
56839|0521|milieu|052101|milieukunde
56841|0512|biochemie|051204|biotechnologie
56842|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
56848|0731|architectuur en stedebouwkunde|073104|landschapsarchitectuur
56849|0811|landbouw en veeteelt|081103|dierenteelt, -verzorging algemeen
56851|0910|gezondheidszorg|091000|gezondheidszorg z.n.d.
56856|0541|wiskunde|054101|wiskunde
56857|0531|scheikunde|053101|scheikunde
56860|0511|biologie|051101|biologie
56868|0512|biochemie|051203|voeding en gezondheid
56869|0413|management bedrijfs- en personeelswetenschappen|041303|management algemeen, bedrijfskunde
56943|0531|scheikunde|053101|scheikunde
56944|0512|biochemie|051202|biomedische wetenschappen
56945|0619|informatica overig|061901|kunstmatige intelligentie en kennistechnologie
56946|0915|therapie en revalidatie|091501|fysiotherapie, bewegingswetenschappen
56947|0731|architectuur en stedebouwkunde|073101|planologie
56948|0500|wiskunde, natuurwetenschappen z.n.d.|050000|wiskunde, natuurwetenschappen z.n.d.
56949|0714|elektronica en industriële automatisering|071404|scheepsradio-, tele- en datacommunicatie
56950|0915|therapie en revalidatie|091501|fysiotherapie, bewegingswetenschappen
56951|0731|architectuur en stedebouwkunde|073103|bouwkundige architectuur, stedenbouw
56952|0732|bouwkunde en civiele techniek|073201|weg- en waterbouw
56953|0713|elektro- en energietechniek|071301|elektrotechniek algemeen
56954|0731|architectuur en stedebouwkunde|073102|landmeetkunde
56955|0719|techniek en technische dienstverlening overig|071901|technische industriele vormgeving
56956|0716|voertuigtechniek, scheepsbouw- en vliegtuigbouwkunde|071606|vliegtuigbouwkunde
56957|0716|voertuigtechniek, scheepsbouw- en vliegtuigbouwkunde|071605|scheepsbouwkunde
56959|0532|aardwetenschappen|053201|geologie, fysische geografie
56960|0711|scheikundige technologie en procestechniek|071104|chemische technologie
56962|0533|natuurkunde|053301|natuurkunde
56964|0714|elektronica en industriële automatisering|071406|computertechniek en computer engineering
56965|0541|wiskunde|054101|wiskunde
56966|0715|werktuigbouwkunde en metaalbewerking|071501|werktuigbouwkunde algemeen
56968|0532|aardwetenschappen|053201|geologie, fysische geografie
56973|0721|levensmiddelentechnologie|072101|levensmiddelen algemeen
56978|0613|softwareontwikkeling en systeemanalyse|061301|informatietechnologie algemeen
56980|0541|wiskunde|054101|wiskunde
56981|0619|informatica overig|061901|kunstmatige intelligentie en kennistechnologie
56982|0413|management bedrijfs- en personeelswetenschappen|041308|bedrijfstechniek, technische bedrijfsvoering
56983|0619|informatica overig|061901|kunstmatige intelligentie en kennistechnologie
56984|0533|natuurkunde|053303|materiaalkunde
